Sport,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NBA,NBA $1 50/50 [Top 50% Win],11/20/2014 20:00,64,218,$0.00 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/20/2014 20:00,68,218,$0.00 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/20/2014 20:00,55,218,$0.00 ,$0.00 ,60,$3.00 ,$162.00 ,30
NBA,NBA $1 50/50 [Top 50% Win],11/20/2014 20:00,73,218,$0.00 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/20/2014 20:00,71,218,$0.00 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/20/2014 20:00,71,218,$0.00 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/20/2014 20:00,52,218,$0.00 ,$0.00 ,60,$3.00 ,$162.00 ,30
NBA,NBA $1 50/50 [Top 50% Win],11/20/2014 20:00,70,218,$0.00 ,$0.00 ,80,$1.00 ,$72.00 ,40
NBA,"NBA GIANT $1 50/50 [Top 50% Win, $5K Gtd] (1/50)",11/19/2014 19:00,5617,201.75,$0.00 ,$0.00 ,6668,$1.00 ,"$6,001.20 ",3334
NBA,NBA BIG $1 50/50 [Top 50% Win],11/19/2014 19:00,339,201.75,$0.00 ,$0.00 ,400,$1.00 ,$360.00 ,200
NBA,NBA $3 50/50 [Top 50% Win] (Multi-Entry) (1/12),11/19/2014 19:00,104,201.75,$0.00 ,$0.00 ,120,$3.00 ,$324.00 ,60
NBA,NBA BIG $1 50/50 [Top 50% Win],11/19/2014 19:00,345,201.75,$0.00 ,$0.00 ,400,$1.00 ,$360.00 ,200
NBA,NBA $3 50/50 [Top 50% Win] (Multi-Entry) (1/12),11/19/2014 19:00,106,201.75,$0.00 ,$0.00 ,120,$3.00 ,$324.00 ,60
NBA,NBA $5 50/50 [Top 50% Win],11/19/2014 19:00,69,201.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $1 50/50,11/19/2014 19:00,42,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,43,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,42,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,43,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,39,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,42,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,82,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,67,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50,11/19/2014 19:00,41,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,87,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $5 50/50 [Top 50% Win],11/19/2014 19:00,64,201.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $5 50/50 [Top 50% Win],11/19/2014 19:00,67,201.75,$0.00 ,$0.00 ,80,$5.00 ,$360.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,85,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,87,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win] (Multi-Entry) (1/40),11/19/2014 19:00,180,201.75,$0.00 ,$0.00 ,200,$1.00 ,$180.00 ,100
NBA,NBA $1 50/50 [Top 50% Win] (Multi-Entry) (2/40),11/19/2014 19:00,180,201.75,$0.00 ,$0.00 ,200,$1.00 ,$180.00 ,100
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,83,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/19/2014 19:00,46,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,65,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,85,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,85,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,82,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,86,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/19/2014 19:00,43,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,82,201.75,$0.00 ,$0.00 ,100,$1.00 ,$90.00 ,50
NBA,NBA $1 50/50,11/19/2014 19:00,42,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,Beginner NBA $5 50/50 [Top 50% Win],11/19/2014 19:00,36,201.75,$0.00 ,$0.00 ,40,$5.00 ,$180.00 ,20
NBA,NBA $1 50/50,11/19/2014 19:00,40,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,69,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50,11/19/2014 19:00,43,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA BIG $3 50/50 [Top 50% Win],11/19/2014 19:00,166,201.75,$0.00 ,$0.00 ,200,$3.00 ,$540.00 ,100
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,67,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $1 50/50 [Top 50% Win] (Multi-Entry) (1/40),11/19/2014 19:00,179,201.75,$0.00 ,$0.00 ,200,$1.00 ,$180.00 ,100
NBA,NBA $1 50/50 [Top 50% Win] (Multi-Entry) (2/40),11/19/2014 19:00,179,201.75,$0.00 ,$0.00 ,200,$1.00 ,$180.00 ,100
NBA,Beginner NBA $5 50/50 [Top 50% Win],11/19/2014 19:00,34,201.75,$0.00 ,$0.00 ,40,$5.00 ,$180.00 ,20
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,71,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,69,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,69,201.75,$0.00 ,$0.00 ,80,$3.00 ,$216.00 ,40
NBA,Beginner NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,39,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,Beginner NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,34,201.75,$0.00 ,$0.00 ,40,$3.00 ,$108.00 ,20
NBA,Beginner NBA $1 50/50 [Top 50% Win],11/19/2014 19:00,42,201.75,$0.00 ,$0.00 ,50,$1.00 ,$45.00 ,25
NBA,NBA BIG $3 50/50 [Top 50% Win],11/19/2014 19:00,172,201.75,$0.00 ,$0.00 ,200,$3.00 ,$540.00 ,100
NBA,Beginner NBA $3 50/50 [Top 50% Win],11/19/2014 19:00,36,201.75,$0.00 ,$0.00 ,40,$3.00 ,$108.00 ,20
NBA,NBA $20 50/50,11/18/2014 19:30,6,218.25,$0.00 ,$0.00 ,10,$20.00 ,$180.00 ,5
NBA,Beginner NBA $20 50/50 [Top 50% Win],11/17/2014 19:00,19,205.5,$0.00 ,$0.00 ,20,$20.00 ,$360.00 ,10
NBA,NBA $20 50/50 [Top 50% Win],11/16/2014 18:00,34,201,$0.00 ,$0.00 ,40,$20.00 ,$720.00 ,20
NBA,Beginner NBA $20 50/50 [Top 50% Win],11/15/2014 19:00,6,220.5,$36.00 ,$0.00 ,20,$20.00 ,$360.00 ,10
NBA,"NBA $60K Crossover [$60,000 Guaranteed] (1/Unl.)",11/13/2014 20:00,1005,232.75,$0.00 ,$0.00 ,2520,$27.00 ,"$60,000.00 ",502
NBA,"NBA $35K Layup [$35,000 Guaranteed] (1/Unl.)",11/13/2014 20:00,8018,232.75,$0.00 ,$0.00 ,20125,$2.00 ,"$35,000.00 ",4030
NBA,"NBA $100K Crossover [$100,000 Guaranteed] (1/Unl.)",11/11/2014 19:30,821,260,$50.00 ,$0.00 ,4200,$27.00 ,"$100,000.00 ",840
CFB,"CFB $100K Big Game [$15,000 to 1st] (Early Only) (1/Unl.)",11/8/2014 12:00,1324,182.42,$0.00 ,$0.00 ,3826,$27.00 ,"$100,000.00 ",840
CFB,"CFB $7.5K Primetime [$7,500 Guaranteed] (Early) (1/50)",11/8/2014 12:00,243,182.42,$0.00 ,$0.00 ,713,$12.00 ,"$7,500.00 ",140
CFB,"CFB $10K Fumblerooski [$10,000 Guaranteed] (Early) (1/50)",11/8/2014 12:00,656,182.42,$0.00 ,$0.00 ,2300,$5.00 ,"$10,000.00 ",400
CFB,"CFB $14K Redshirt [$14,000 Guaranteed] (Early Only) (1/Unl.)",11/8/2014 12:00,2018,182.42,$0.00 ,$0.00 ,8050,$2.00 ,"$14,000.00 ",1600
NFL,NFL $2.2M Millionaire Maker [$1 Million to 1st!] (1/Unl.),11/2/2014 13:00,28716,158.96,$0.00 ,$0.00 ,73186,$27.00 ,"$2,200,000.00 ",15500
NBA,"NBA $4K Crossover [$4,000 Guaranteed] (1/10)",11/2/2014 15:30,90,211.25,$0.00 ,$0.00 ,168,$27.00 ,"$4,000.00 ",30
NBA,"NBA $2K Layup [$2,000 Guaranteed]   (1/50)",11/2/2014 15:30,473,211.25,$0.00 ,$0.00 ,1150,$2.00 ,"$2,000.00 ",225
NBA,NBA $27 League [$500 Guaranteed] (1/4),11/2/2014 15:30,12,211.25,$0.00 ,$0.00 ,21,$27.00 ,$500.00 ,4
NBA,NBA $2 League [$500 Guaranteed] (1/10),11/2/2014 15:30,121,211.25,$0.00 ,$0.00 ,285,$2.00 ,$500.00 ,60
NBA,NBA $2 League [$500 Guaranteed] (1/10),11/2/2014 15:30,151,211.25,$0.00 ,$0.00 ,285,$2.00 ,$500.00 ,60
NBA,"NBA Daily Free Contest  [Play for FREE, Win Prizes",11/2/2014 15:30,1213,211.25,$0.00 ,$0.00 ,3329,$0.00 ,$10.00 ,5
NBA,NBA $50 Head-to-Head vs. CONDIA,11/1/2014 19:00,2,269.25,$0.00 ,$0.00 ,2,$50.00 ,$90.00 ,1
NBA,"NBA $75K Crossover [$75,000 Guaranteed] (1/Unl.)",11/1/2014 19:00,620,269.25,$36.67 ,$0.00 ,2908,$27.00 ,"$75,000.00 ",630
NBA,"NBA $30K Pick and Roll [$30,000 Guaranteed] (1/Unl.)",11/1/2014 19:00,501,269.25,$20.00 ,$0.00 ,2600,$12.00 ,"$30,000.00 ",570
NBA,"NBA $15K Zone [$15,000 Guaranteed] (1/50)",11/1/2014 19:00,624,269.25,$10.00 ,$0.00 ,3450,$5.00 ,"$15,000.00 ",700
NBA,"NBA $30K Layup [$30,000 Guaranteed] (1/Unl.)",11/1/2014 19:00,2670,269.25,$3.00 ,$0.00 ,16085,$2.00 ,"$30,000.00 ",4000
NBA,NBA $100K Pick and Roll [$100K Gtd Season Opener!] (1/Unl.),10/28/2014 20:00,3042,251.75,$0.00 ,$0.00 ,8125,$12.00 ,"$100,000.00 ",2000
NFL,"NFL $30K Play-Action [$30,000 Guaranteed] (Thurs) (1/Unl.)",10/2/2014 20:25,16026,89.14,$0.00 ,$0.00 ,17250,$2.00 ,"$30,000.00 ",4000
NFL,"NFL $100K Play-Action [$10,000 to 1st] (1/Unl.)",9/28/2014 13:00,12068,161.18,$0.00 ,$0.00 ,57500,$2.00 ,"$100,000.00 ",11500
NFL,"NFL $100K Play-Action [$10,000 to 1st] (1/Unl.)",9/14/2014 13:00,35623,109.28,$0.00 ,$0.00 ,57500,$2.00 ,"$100,000.00 ",11500
NFL,NFL $530 Head-to-Head vs. CONDIA,9/14/2014 13:00,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. CONDIA (Thurs),9/11/2014 20:25,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. killab2482 (Thurs),9/11/2014 20:25,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. CSURAM88,9/14/2014 13:00,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. Makisupa (Thurs),9/11/2014 20:25,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head,9/14/2014 13:00,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,"NFL $20K Game Changer [$20,000 Gtd] (Thurs) (1/3)",9/4/2014 20:30,13,118.3,$0.00 ,$0.00 ,20,"$1,060.00 ","$20,000.00 ",5
NFL,"NFL $20K Playmaker [$20,000 Guaranteed] (Thurs) (1/4)",9/4/2014 20:30,24,118.3,$0.00 ,$0.00 ,39,$530.00 ,"$20,000.00 ",8
NFL,"NFL $100K Touchdown [$100,000 Guaranteed] (Thurs) (1/Unl.)",9/4/2014 20:30,322,118.3,$0.00 ,$0.00 ,474,$200.00 ,"$100,000.00 ",125
