Position,Name,Salary,GameInfo,AvgPointsPerGame
PF,Charlie Villanueva,3000,Dal@Uta 09:00PM ET,2.25
PF,Anthony Tolliver,3000,Sac@Pho 09:00PM ET,7.9
PF,Carl Landry,3000,Sac@Pho 09:00PM ET,14.75
PG,Ramon Sessions,3000,Sac@Pho 09:00PM ET,6.3
SF,Alonzo Gee,3000,Cle@Den 10:30PM ET,9
PF,Darrell Arthur,3000,Cle@Den 10:30PM ET,14.75
SF,Jeremy Evans,3000,Dal@Uta 09:00PM ET,0
SF,Al-Farouq Aminu,3000,Dal@Uta 09:00PM ET,14.2
SG,Toure' Murry,3000,Dal@Uta 09:00PM ET,0
SF,Omri Casspi,3000,Sac@Pho 09:00PM ET,15.95
SG,Ian Clark,3000,Dal@Uta 09:00PM ET,2.75
SF,Derrick Williams,3000,Sac@Pho 09:00PM ET,5.75
PG,Erick Green,3000,Cle@Den 10:30PM ET,0
SF,Jordan Hamilton,3000,Dal@Uta 09:00PM ET,0
C,Greg Smith,3000,Dal@Uta 09:00PM ET,1.917
PG,Will Cherry,3000,Cle@Den 10:30PM ET,0
PG,Matthew Dellavedova,3000,Cle@Den 10:30PM ET,8.417
SG,Joe Harris,3000,Cle@Den 10:30PM ET,1.625
C,Alex Kirk,3000,Cle@Den 10:30PM ET,3.5
PF,Jae Crowder,3000,Dal@Uta 09:00PM ET,2.688
SF,Joe Ingles,3000,Dal@Uta 09:00PM ET,3.85
PF,Eric Moreland,3000,Sac@Pho 09:00PM ET,0
SG,Zoran Dragic,3000,Sac@Pho 09:00PM ET,0
PG,Ray McCallum,3000,Sac@Pho 09:00PM ET,5.333
SF,Rodney Hood,3000,Dal@Uta 09:00PM ET,12.75
C,Alex Len,3000,Sac@Pho 09:00PM ET,17
SF,T.J. Warren,3000,Sac@Pho 09:00PM ET,0
SG,Nik Stauskas,3000,Sac@Pho 09:00PM ET,6.6
SG,Archie Goodwin,3000,Sac@Pho 09:00PM ET,3.583
SG,Gary Harris,3000,Cle@Den 10:30PM ET,0
SG,Ricky Ledo,3000,Dal@Uta 09:00PM ET,0
PG,Tyler Ennis,3000,Sac@Pho 09:00PM ET,3.875
C,Jusuf Nurkic,3000,Cle@Den 10:30PM ET,12.188
